"","Date","Cases per day","Cumulative cases","Case rate per 100,000","Case rate 7-day average","Cases in the last 7 days","Case rate in the last 7 days","% change to the 7-day total","7-day average of daily cases","14-day average of daily cases","14-day cases"
"329",2020-11-24,2971,248567,60.6,49.2,16889,344.4,"8.7%",2413,2316,32421
"330",2020-11-25,2810,251377,57.3,49.9,17135,349.5,"9.2%",2448,2345,32824
"331",2020-11-26,732,252109,14.9,44.7,15342,312.9,"-3.2%",2192,2228,31187
"332",2020-11-27,2864,254973,58.4,46.4,15918,324.6,"-0.7%",2274,2282,31952
"333",2020-11-28,2178,257151,44.4,48.3,16580,338.1,"2.9%",2369,2336,32699
"334",2020-11-29,2360,259511,48.1,50.5,17339,353.6,"6.2%",2477,2404,33663
"335",2020-11-30,4993,264504,101.8,55.1,18908,385.6,"14.2%",2701,2533,35459
"336",2020-12-01,4053,268557,82.7,58.2,19990,407.7,"18.4%",2856,2634,36879
"337",2020-12-02,3788,272345,77.3,61.1,20968,427.6,"22.4%",2995,2722,38103
"338",2020-12-03,3788,276133,77.3,70,24024,490,"56.6%",3432,2812,39366
"339",2020-12-04,3415,279548,69.6,71.6,24575,501.2,"54.4%",3511,2892,40493
"340",2020-12-05,2185,281733,44.6,71.6,24582,501.3,"48.3%",3512,2940,41162
"341",2020-12-06,2225,283958,45.4,71.2,24447,498.6,"41%",3492,2985,41786
"342",2020-12-07,5039,288997,102.8,71.4,24493,499.5,"29.5%",3499,3100,43401
"343",2020-12-08,4098,293095,83.6,71.5,24538,500.5,"22.8%",3505,3181,44528
"344",2020-12-09,4100,297195,83.6,72.4,24850,506.8,"18.5%",3550,3273,45818
"345",2020-12-10,4280,301475,87.3,73.8,25342,516.8,"5.5%",3620,3526,49366
"346",2020-12-11,3920,305395,79.9,75.3,25847,527.1,"5.2%",3692,3602,50422
"347",2020-12-12,2637,308032,53.8,76.6,26299,536.4,"7%",3757,3634,50881
"348",2020-12-13,2649,310681,54,77.9,26723,545,"9.3%",3818,3655,51170
"349",2020-12-14,6091,316772,124.2,80.9,27775,566.5,"13.4%",3968,3733,52268
"350",2020-12-15,4980,321752,101.6,83.5,28657,584.5,"16.8%",4094,3800,53195
"351",2020-12-16,4581,326333,93.4,84.9,29138,594.3,"17.3%",4163,3856,53988
"352",2020-12-17,4371,330704,89.1,85.2,29229,596.1,"15.3%",4176,3898,54571
"353",2020-12-18,3878,334582,79.1,85,29187,595.3,"12.9%",4170,3931,55034
"354",2020-12-19,2578,337160,52.6,84.9,29128,594.1,"10.8%",4161,3959,55427
"355",2020-12-20,2538,339698,51.8,84.5,29017,591.8,"8.6%",4145,3981,55740
"356",2020-12-21,5886,345584,120,83.9,28812,587.6,"3.7%",4116,4042,56587
"357",2020-12-22,4875,350459,99.4,83.6,28707,585.5,"0.2%",4101,4097,57364
"358",2020-12-23,4433,354892,90.4,83.2,28559,582.5,"-2%",4080,4121,57697
"359",2020-12-24,2529,357421,51.6,77.8,26717,544.9,"-8.6%",3817,3996,55946
"360",2020-12-25,965,358386,19.7,69.4,23804,485.5,"-18.4%",3401,3785,52991
"361",2020-12-26,3478,361864,70.9,72,24704,503.8,"-15.2%",3529,3845,53832
"362",2020-12-27,3149,365013,64.2,73.8,25315,516.3,"-12.8%",3616,3881,54332
"363",2020-12-28,6868,371881,140.1,76.6,26297,536.3,"-8.7%",3757,3936,55109
"364",2020-12-29,5862,377743,119.6,79.5,27284,556.5,"-5%",3898,3999,55991
"365",2020-12-30,5674,383417,115.7,83.1,28525,581.8,"-0.1%",4075,4077,57084
"366",2020-12-31,4371,387788,89.1,88.5,30367,619.3,"13.7%",4338,4077,57084
"367",2021-01-01,2335,390123,47.6,92.5,31737,647.3,"33.3%",4534,3967,55541
"368",2021-01-02,3476,393599,70.9,92.5,31735,647.2,"28.5%",4534,4031,56439
"369",2021-01-03,3343,396942,68.2,93,31929,651.2,"26.1%",4561,4089,57244
"370",2021-01-04,6743,403685,137.5,92.7,31804,648.6,"20.9%",4543,4150,58101
"371",2021-01-05,5466,409151,111.5,91.5,31408,640.6,"15.1%",4487,4192,58692
"372",2021-01-06,4675,413826,95.3,88.6,30409,620.2,"6.6%",4344,4210,58934
"373",2021-01-07,4365,418191,89,88.6,30403,620.1,"0.1%",4343,4341,60770
"374",2021-01-08,3891,422082,79.4,93.1,31959,651.8,"0.7%",4566,4550,63696
"375",2021-01-09,2369,424451,48.3,89.9,30852,629.2,"-2.8%",4407,4470,62587
"376",2021-01-10,2054,426505,41.9,86.1,29563,602.9,"-7.4%",4223,4392,61492
"377",2021-01-11,4297,430802,87.6,79,27117,553,"-14.7%",3874,4209,58921
"378",2021-01-12,3511,434313,71.6,73.3,25162,513.2,"-19.9%",3595,4041,56570
"379",2021-01-13,3332,437645,68,69.4,23819,485.8,"-21.7%",3403,3873,54228
"380",2021-01-14,3269,440914,66.7,66.2,22723,463.4,"-25.3%",3246,3795,53126
"381",2021-01-15,3063,443977,62.5,63.8,21895,446.5,"-31.5%",3128,3847,53854
"382",2021-01-16,1883,445860,38.4,62.4,21409,436.6,"-30.6%",3058,3733,52261
"383",2021-01-17,1805,447665,36.8,61.7,21160,431.6,"-28.4%",3023,3623,50723
"384",2021-01-18,3467,451132,70.7,59.2,20330,414.6,"-25%",2904,3389,47447
"385",2021-01-19,3354,454486,68.4,58.8,20173,411.4,"-19.8%",2882,3238,45335
"386",2021-01-20,3007,457493,61.3,57.8,19848,404.8,"-16.7%",2835,3119,43667
"387",2021-01-21,2905,460398,59.2,56.8,19484,397.4,"-14.3%",2783,3015,42207
"388",2021-01-22,2596,462994,52.9,55.4,19017,387.8,"-13.1%",2717,2922,40912
"389",2021-01-23,1630,464624,33.2,54.7,18764,382.7,"-12.4%",2681,2870,40173
"390",2021-01-24,1651,466275,33.7,54.2,18610,379.5,"-12.1%",2659,2841,39770
"391",2021-01-25,3385,469660,69,54,18528,377.9,"-8.9%",2647,2776,38858
"392",2021-01-26,2926,472586,59.7,52.7,18100,369.1,"-10.3%",2586,2734,38273
"393",2021-01-27,2551,475137,52,51.4,17644,359.8,"-11.1%",2521,2678,37492
"394",2021-01-28,2341,477478,47.7,49.8,17080,348.3,"-12.3%",2440,2612,36564
"395",2021-01-29,1962,479440,40,47.9,16446,335.4,"-13.5%",2349,2533,35463
"396",2021-01-30,1250,480690,25.5,46.8,16066,327.7,"-14.4%",2295,2488,34830
"397",2021-01-31,1235,481925,25.2,45.6,15650,319.2,"-15.9%",2236,2447,34260
"398",2021-02-01,2461,484386,50.2,42.9,14726,300.3,"-20.5%",2104,2375,33254
"399",2021-02-02,1992,486378,40.6,40.2,13792,281.3,"-23.8%",1970,2278,31892
"400",2021-02-03,1741,488119,35.5,37.8,12982,264.8,"-26.4%",1855,2188,30626
"401",2021-02-04,1647,489766,33.6,35.8,12288,250.6,"-28.1%",1755,2098,29368
"402",2021-02-05,1587,491353,32.4,34.7,11913,243,"-27.6%",1702,2026,28359
"403",2021-02-06,976,492329,19.9,33.9,11639,237.4,"-27.6%",1663,1979,27705
"404",2021-02-07,919,493248,18.7,33,11323,230.9,"-27.6%",1618,1927,26973
"405",2021-02-08,1699,494947,34.7,30.8,10561,215.4,"-28.3%",1509,1806,25287
"406",2021-02-09,1472,496419,30,29.3,10041,204.8,"-27.2%",1434,1702,23833
"407",2021-02-10,1356,497775,27.7,28.1,9656,196.9,"-25.6%",1379,1617,22638
"408",2021-02-11,1162,498937,23.7,26.7,9171,187,"-25.4%",1310,1533,21459
"409",2021-02-12,1093,500030,22.3,25.3,8677,177,"-27.2%",1240,1471,20590
"410",2021-02-13,755,500785,15.4,24.6,8456,172.5,"-27.3%",1208,1435,20095
"411",2021-02-14,641,501426,13.1,23.8,8178,166.8,"-27.8%",1168,1393,19501
"412",2021-02-15,1002,502428,20.4,21.8,7481,152.6,"-29.2%",1069,1289,18042
"413",2021-02-16,704,503132,14.4,19.6,6713,136.9,"-33.1%",959,1197,16754
"414",2021-02-17,1113,504245,22.7,18.9,6470,132,"-33%",924,1152,16126
"415",2021-02-18,892,505137,18.2,18.1,6200,126.4,"-32.4%",886,1098,15371
"416",2021-02-19,788,505925,16.1,17.2,5895,120.2,"-32.1%",842,1041,14572
"417",2021-02-20,605,506530,12.3,16.7,5745,117.2,"-32.1%",821,1014,14201
"418",2021-02-21,577,507107,11.8,16.6,5681,115.9,"-30.5%",812,990,13859
"419",2021-02-22,1040,508147,21.2,16.7,5719,116.6,"-23.6%",817,943,13200
"420",2021-02-23,864,509011,17.6,17.1,5879,119.9,"-12.4%",840,899,12592
"421",2021-02-24,987,509998,20.1,16.8,5753,117.3,"-11.1%",822,873,12223
"422",2021-02-25,762,510760,15.5,16.4,5623,114.7,"-9.3%",803,844,11823
"423",2021-02-26,671,511431,13.7,16,5506,112.3,"-6.6%",787,814,11401
"424",2021-02-27,447,511878,9.1,15.6,5348,109.1,"-6.9%",764,792,11093
"425",2021-02-28,503,512381,10.3,15.4,5274,107.6,"-7.2%",753,782,10955
"426",2021-03-01,836,513217,17.1,14.8,5070,103.4,"-11.3%",724,771,10789
"427",2021-03-02,594,513811,12.1,14,4800,97.9,"-18.4%",686,763,10679
"428",2021-03-03,558,514369,11.4,12.7,4371,89.1,"-24%",624,723,10124
"429",2021-03-04,526,514895,10.7,12,4135,84.3,"-26.5%",591,697,9758
"430",2021-03-05,522,515417,10.6,11.6,3986,81.3,"-27.6%",569,678,9492
"431",2021-03-06,366,515783,7.5,11.4,3905,79.6,"-27%",558,661,9253
"432",2021-03-07,343,516126,7,10.9,3745,76.4,"-29%",535,644,9019
"433",2021-03-08,532,516658,10.9,10,3441,70.2,"-32.1%",492,608,8511
"434",2021-03-09,517,517175,10.5,9.8,3364,68.6,"-29.9%",481,583,8164
"435",2021-03-10,488,517663,10,9.6,3294,67.2,"-24.6%",471,548,7665
"436",2021-03-11,481,518144,9.8,9.5,3249,66.3,"-21.4%",464,527,7384
"437",2021-03-12,504,518648,10.3,9.4,3231,65.9,"-18.9%",462,516,7217
"438",2021-03-13,296,518944,6,9.2,3161,64.5,"-19.1%",452,505,7066
"439",2021-03-14,303,519247,6.2,9.1,3121,63.7,"-16.7%",446,490,6866
"440",2021-03-15,584,519831,11.9,9.2,3173,64.7,"-7.8%",453,472,6614
"441",2021-03-16,488,520319,10,9.2,3144,64.1,"-6.5%",449,465,6508
"442",2021-03-17,404,520723,8.2,8.9,3060,62.4,"-7.1%",437,454,6354
"443",2021-03-18,473,521196,9.6,8.9,3052,62.2,"-6.1%",436,450,6301
"444",2021-03-19,395,521591,8.1,8.6,2943,60,"-8.9%",420,441,6174
"445",2021-03-20,337,521928,6.9,8.7,2984,60.9,"-5.6%",426,439,6145
"446",2021-03-21,274,522202,5.6,8.6,2955,60.3,"-5.3%",422,434,6076
"447",2021-03-22,552,522754,11.3,8.5,2923,59.6,"-7.9%",418,435,6096
"448",2021-03-23,452,523206,9.2,8.4,2887,58.9,"-8.2%",412,431,6031
"449",2021-03-24,419,523625,8.5,8.5,2902,59.2,"-5.2%",415,426,5962
"450",2021-03-25,321,523946,6.5,8,2750,56.1,"-9.9%",393,414,5802
"451",2021-03-26,368,524314,7.5,7.9,2723,55.5,"-7.5%",389,405,5666
"452",2021-03-27,292,524606,6,7.8,2678,54.6,"-10.3%",383,404,5662
"453",2021-03-28,280,524886,5.7,7.8,2684,54.7,"-9.2%",383,403,5639
"454",2021-03-29,464,525350,9.5,7.6,2596,52.9,"-11.2%",371,394,5519
"455",2021-03-30,420,525770,8.6,7.5,2564,52.3,"-11.2%",366,389,5451
"456",2021-03-31,352,526122,7.2,7.3,2497,50.9,"-14%",357,386,5399
"457",2021-04-01,394,526516,8,7.5,2570,52.4,"-6.5%",367,380,5320
"458",2021-04-02,369,526885,7.5,7.5,2571,52.4,"-5.6%",367,378,5294
"459",2021-04-03,256,527141,5.2,7.4,2535,51.7,"-5.3%",362,372,5213
"460",2021-04-04,243,527384,5,7.3,2498,50.9,"-6.9%",357,370,5182
"461",2021-04-05,570,527954,11.6,7.6,2604,53.1,"0.3%",372,371,5200
"462",2021-04-06,473,528427,9.6,7.7,2657,54.2,"3.6%",380,373,5221
"463",2021-04-07,453,528880,9.2,8,2758,56.2,"10.5%",394,375,5255
"464",2021-04-08,422,529302,8.6,8.1,2786,56.8,"8.4%",398,383,5356
"465",2021-04-09,443,529745,9,8.3,2860,58.3,"11.2%",409,388,5431
"466",2021-04-10,325,530070,6.6,8.5,2929,59.7,"15.5%",418,390,5464
"467",2021-04-11,305,530375,6.2,8.7,2991,61,"19.7%",427,392,5489
"468",2021-04-12,607,530982,12.4,8.8,3028,61.8,"16.3%",433,402,5632
"469",2021-04-13,496,531478,10.1,8.9,3051,62.2,"14.8%",436,408,5708
"470",2021-04-14,478,531956,9.7,9,3076,62.7,"11.5%",439,417,5834
"471",2021-04-15,433,532389,8.8,9,3087,63,"10.8%",441,420,5873
"472",2021-04-16,431,532820,8.8,9,3075,62.7,"7.5%",439,424,5935
"473",2021-04-17,281,533101,5.7,8.8,3031,61.8,"3.5%",433,426,5960
"474",2021-04-18,328,533429,6.7,8.9,3054,62.3,"2.1%",436,432,6045
"475",2021-04-19,586,534015,12,8.8,3033,61.9,"0.2%",433,433,6061
"476",2021-04-20,466,534481,9.5,8.7,3003,61.2,"-1.6%",429,432,6054
"477",2021-04-21,456,534937,9.3,8.7,2981,60.8,"-3.1%",426,433,6057
"478",2021-04-22,394,535331,8,8.6,2942,60,"-4.7%",420,431,6029
"479",2021-04-23,403,535734,8.2,8.5,2914,59.4,"-5.2%",416,428,5989
"480",2021-04-24,283,536017,5.8,8.5,2916,59.5,"-3.8%",417,425,5947
"481",2021-04-25,286,536303,5.8,8.4,2874,58.6,"-5.9%",411,423,5928
"482",2021-04-26,516,536819,10.5,8.2,2804,57.2,"-7.6%",401,417,5837
"483",2021-04-27,450,537269,9.2,8.1,2788,56.9,"-7.2%",398,414,5791
"484",2021-04-28,489,537758,10,8.2,2821,57.5,"-5.4%",403,414,5802
"485",2021-04-29,413,538171,8.4,8.3,2840,57.9,"-3.5%",406,413,5782
"486",2021-04-30,371,538542,7.6,8.2,2808,57.3,"-3.6%",401,409,5722
"487",2021-05-01,299,538841,6.1,8.2,2824,57.6,"-3.2%",403,410,5740
"488",2021-05-02,292,539133,6,8.2,2830,57.7,"-1.5%",404,407,5704
"489",2021-05-03,512,539645,10.4,8.2,2826,57.6,"0.8%",404,402,5630
"490",2021-05-04,387,540032,7.9,8.1,2763,56.4,"-0.9%",395,396,5551
"491",2021-05-05,399,540431,8.1,7.8,2673,54.5,"-5.2%",382,392,5494
"492",2021-05-06,356,540787,7.3,7.6,2616,53.4,"-7.9%",374,390,5456
"493",2021-05-07,324,541111,6.6,7.5,2569,52.4,"-8.5%",367,384,5377
"494",2021-05-08,256,541367,5.2,7.4,2526,51.5,"-10.6%",361,382,5350
"495",2021-05-09,229,541596,4.7,7.2,2463,50.2,"-13%",352,378,5293
"496",2021-05-10,418,542014,8.5,6.9,2369,48.3,"-16.2%",338,371,5195
"497",2021-05-11,327,542341,6.7,6.7,2309,47.1,"-16.4%",330,362,5072
"498",2021-05-12,384,542725,7.8,6.7,2294,46.8,"-14.2%",328,355,4967
"499",2021-05-13,338,543063,6.9,6.6,2276,46.4,"-13%",325,349,4892
"500",2021-05-14,297,543360,6.1,6.6,2249,45.9,"-12.5%",321,344,4818
"501",2021-05-15,221,543581,4.5,6.5,2214,45.2,"-12.4%",316,339,4740
"502",2021-05-16,226,543807,4.6,6.4,2211,45.1,"-10.2%",316,334,4674
"503",2021-05-17,382,544189,7.8,6.3,2175,44.4,"-8.2%",311,325,4544
"504",2021-05-18,290,544479,5.9,6.2,2138,43.6,"-7.4%",305,318,4447
"505",2021-05-19,276,544755,5.6,5.9,2030,41.4,"-11.5%",290,309,4324
"506",2021-05-20,282,545037,5.8,5.8,1974,40.3,"-13.3%",282,304,4250
"507",2021-05-21,296,545333,6,5.7,1973,40.2,"-12.3%",282,302,4222
"508",2021-05-22,200,545533,4.1,5.7,1952,39.8,"-11.8%",279,298,4166
"509",2021-05-23,164,545697,3.3,5.5,1890,38.5,"-14.5%",270,293,4101
"510",2021-05-24,275,545972,5.6,5.2,1783,36.4,"-18%",255,283,3958
"511",2021-05-25,211,546183,4.3,5,1704,34.8,"-20.3%",243,274,3842
"512",2021-05-26,207,546390,4.2,4.8,1635,33.3,"-19.5%",234,262,3665
"513",2021-05-27,193,546583,3.9,4.5,1546,31.5,"-21.7%",221,251,3520
"514",2021-05-28,167,546750,3.4,4.1,1417,28.9,"-28.2%",202,242,3390
"515",2021-05-29,114,546864,2.3,3.9,1331,27.1,"-31.8%",190,234,3283
"516",2021-05-30,134,546998,2.7,3.8,1301,26.5,"-31.2%",186,228,3191
"517",2021-05-31,141,547139,2.9,3.4,1167,23.8,"-34.5%",167,211,2950
"518",2021-06-01,257,547396,5.2,3.5,1213,24.7,"-28.8%",173,208,2917
"519",2021-06-02,203,547599,4.1,3.5,1209,24.7,"-26.1%",173,203,2844
"520",2021-06-03,172,547771,3.5,3.5,1188,24.2,"-23.2%",170,195,2734
"521",2021-06-04,136,547907,2.8,3.4,1157,23.6,"-18.3%",165,184,2574
"522",2021-06-05,113,548020,2.3,3.4,1156,23.6,"-13.1%",165,178,2487
"523",2021-06-06,127,548147,2.6,3.3,1149,23.4,"-11.7%",164,175,2450
"524",2021-06-07,210,548357,4.3,3.5,1218,24.8,"4.4%",174,170,2385
"525",2021-06-08,155,548512,3.2,3.3,1116,22.8,"-8%",159,166,2329
"526",2021-06-09,178,548690,3.6,3.2,1091,22.3,"-9.8%",156,164,2300
"527",2021-06-10,143,548833,2.9,3.1,1062,21.7,"-10.6%",152,161,2250
"528",2021-06-11,154,548987,3.1,3.1,1080,22,"-6.7%",154,160,2237
"529",2021-06-12,107,549094,2.2,3.1,1074,21.9,"-7.1%",153,159,2230
"530",2021-06-13,125,549219,2.5,3.1,1072,21.9,"-6.7%",153,159,2221
"531",2021-06-14,194,549413,4,3.1,1056,21.5,"-13.3%",151,162,2274
"532",2021-06-15,140,549553,2.9,3,1041,21.2,"-6.7%",149,154,2157
"533",2021-06-16,192,549745,3.9,3.1,1055,21.5,"-3.3%",151,153,2146
"534",2021-06-17,163,549908,3.3,3.1,1075,21.9,"1.2%",154,153,2137
"535",2021-06-18,155,550063,3.2,3.1,1076,21.9,"-0.4%",154,154,2156
"536",2021-06-19,119,550182,2.4,3.2,1088,22.2,"1.3%",155,154,2162
"537",2021-06-20,146,550328,3,3.2,1109,22.6,"3.5%",158,156,2181
"538",2021-06-21,216,550544,4.4,3.3,1131,23.1,"7.1%",162,156,2187
"539",2021-06-22,210,550754,4.3,3.5,1201,24.5,"15.4%",172,160,2242
"540",2021-06-23,238,550992,4.9,3.6,1247,25.4,"18.2%",178,164,2302
"541",2021-06-24,214,551206,4.4,3.8,1298,26.5,"20.7%",185,170,2373
"542",2021-06-25,216,551422,4.4,4,1359,27.7,"26.3%",194,174,2435
"543",2021-06-26,201,551623,4.1,4.2,1441,29.4,"32.4%",206,181,2529
"544",2021-06-27,221,551844,4.5,4.4,1516,30.9,"36.7%",217,188,2625
"545",2021-06-28,317,552161,6.5,4.7,1617,33,"43%",231,196,2748
"546",2021-06-29,267,552428,5.4,4.9,1674,34.1,"39.4%",239,205,2875
"547",2021-06-30,277,552705,5.6,5,1713,34.9,"37.4%",245,211,2960
"548",2021-07-01,312,553017,6.4,5.3,1811,36.9,"39.5%",259,222,3109
"549",2021-07-02,297,553314,6.1,5.5,1892,38.6,"39.2%",270,232,3251
"550",2021-07-03,263,553577,5.4,5.7,1954,39.9,"35.6%",279,242,3395
"551",2021-07-04,238,553815,4.9,5.7,1971,40.2,"30%",282,249,3487
"552",2021-07-05,408,554223,8.3,6,2062,42.1,"27.5%",295,263,3679
"553",2021-07-06,500,554723,10.2,6.7,2295,46.8,"37.1%",328,284,3969
"554",2021-07-07,513,555236,10.5,7.4,2531,51.6,"47.8%",362,303,4244
"555",2021-07-08,549,555785,11.2,8.1,2768,56.5,"52.8%",395,327,4579
"556",2021-07-09,533,556318,10.9,8.8,3004,61.3,"58.8%",429,350,4896
"557",2021-07-10,433,556751,8.8,9.2,3174,64.7,"62.4%",453,366,5128
"558",2021-07-11,510,557261,10.4,10,3446,70.3,"74.8%",492,387,5417
"559",2021-07-12,894,558155,18.2,11.5,3932,80.2,"90.7%",562,428,5994
"560",2021-07-13,832,558987,17,12.4,4264,87,"85.8%",609,468,6559
"561",2021-07-14,974,559961,19.9,13.8,4725,96.4,"86.7%",675,518,7256
"562",2021-07-15,1032,560993,21,15.2,5208,106.2,"88.2%",744,570,7976
"563",2021-07-16,1079,562072,22,16.8,5754,117.4,"91.5%",822,626,8758
"564",2021-07-17,958,563030,19.5,18.3,6279,128.1,"97.8%",897,675,9453
"565",2021-07-18,1068,564098,21.8,19.9,6837,139.4,"98.4%",977,734,10283
"566",2021-07-19,1946,566044,39.7,23,7889,160.9,"100.6%",1127,844,11821
"567",2021-07-20,1844,567888,37.6,25.9,8901,181.5,"108.7%",1272,940,13165
"568",2021-07-21,1814,569702,37,28.4,9741,198.7,"106.2%",1392,1033,14466
"569",2021-07-22,2052,571754,41.9,31.4,10761,219.5,"106.6%",1537,1141,15969
"570",2021-07-23,2087,573841,42.6,34.3,11769,240,"104.5%",1681,1252,17523
"571",2021-07-24,1674,575515,34.1,36.4,12485,254.6,"98.8%",1784,1340,18764
"572",2021-07-25,1898,577413,38.7,38.8,13315,271.6,"94.7%",1902,1439,20152
"573",2021-07-26,3169,580582,64.6,42.4,14538,296.5,"84.3%",2077,1602,22427
"574",2021-07-27,3026,583608,61.7,45.8,15720,320.6,"76.6%",2246,1759,24621
"575",2021-07-28,3282,586890,66.9,50.1,17188,350.5,"76.5%",2455,1924,26929
"576",2021-07-29,3139,590029,64,53.2,18275,372.7,"69.8%",2611,2074,29036
"577",2021-07-30,3007,593036,61.3,55.9,19195,391.5,"63.1%",2742,2212,30964
"578",2021-07-31,2225,595261,45.4,57.5,19746,402.7,"58.2%",2821,2302,32231
"579",2021-08-01,2646,597907,54,59.7,20494,418,"53.9%",2928,2415,33809
"580",2021-08-02,4725,602632,96.4,64.2,22050,449.7,"51.7%",3150,2613,36588
"581",2021-08-03,4364,606996,89,68.1,23388,477,"48.8%",3341,2793,39108
"582",2021-08-04,4113,611109,83.9,70.6,24219,493.9,"40.9%",3460,2958,41407
"583",2021-08-05,4061,615170,82.8,73.2,25141,512.7,"37.6%",3592,3101,43416
"584",2021-08-06,3807,618977,77.6,75.6,25941,529.1,"35.1%",3706,3224,45136
"585",2021-08-07,2772,621749,56.5,77.2,26488,540.2,"34.1%",3784,3302,46234
"586",2021-08-08,2992,624741,61,78.2,26834,547.3,"30.9%",3833,3381,47328
"587",2021-08-09,5374,630115,109.6,80.1,27483,560.5,"24.6%",3926,3538,49533
"588",2021-08-10,5042,635157,102.8,82,28161,574.3,"20.4%",4023,3682,51549
"589",2021-08-11,4815,639972,98.2,84.1,28863,588.7,"19.2%",4123,3792,53082
"590",2021-08-12,4567,644539,93.1,85.6,29369,599,"16.8%",4196,3894,54510
"591",2021-08-13,4280,648819,87.3,86.9,29842,608.6,"15%",4263,3984,55783
"592",2021-08-14,3015,651834,61.5,87.7,30085,613.6,"13.6%",4298,4041,56573
"593",2021-08-15,3141,654975,64.1,88.1,30234,616.6,"12.7%",4319,4076,57068
"594",2021-08-16,6318,661293,128.9,90.8,31178,635.9,"13.4%",4454,4190,58661
"595",2021-08-17,5915,667208,120.6,93.4,32051,653.7,"13.8%",4579,4301,60212
"596",2021-08-18,5554,672762,113.3,95.5,32790,668.7,"13.6%",4684,4404,61653
"597",2021-08-19,5415,678177,110.4,98,33638,686,"14.5%",4805,4500,63007
"598",2021-08-20,5139,683316,104.8,100.5,34497,703.6,"15.6%",4928,4596,64339
"599",2021-08-21,3237,686553,66,101.2,34719,708.1,"15.4%",4960,4629,64804
"600",2021-08-22,3281,689834,66.9,101.6,34859,710.9,"15.3%",4980,4650,65093
"601",2021-08-23,7400,697234,150.9,104.7,35941,733,"15.3%",5134,4794,67119
"602",2021-08-24,6786,704020,138.4,107.3,36812,750.8,"14.9%",5259,4919,68863
"603",2021-08-25,6159,710179,125.6,109,37417,763.1,"14.1%",5345,5015,70207
"604",2021-08-26,5630,715809,114.8,109.6,37632,767.5,"11.9%",5376,5091,71270
"605",2021-08-27,5153,720962,105.1,109.7,37646,767.8,"9.1%",5378,5153,72143
"606",2021-08-28,3004,723966,61.3,109,37413,763,"7.8%",5345,5152,72132
"607",2021-08-29,2900,726866,59.1,107.9,37032,755.3,"6.2%",5290,5135,71891
"608",2021-08-30,6134,733000,125.1,104.2,35766,729.4,"-0.5%",5109,5122,71707
"609",2021-08-31,5711,738711,116.5,101.1,34691,707.5,"-5.8%",4956,5107,71503
"610",2021-09-01,5397,744108,110.1,98.9,33929,692,"-9.3%",4847,5096,71346
"611",2021-09-02,4666,748774,95.2,96,32965,672.3,"-12.4%",4709,5043,70597
"612",2021-09-03,4065,752839,82.9,92.9,31877,650.1,"-15.3%",4554,4966,69523
"613",2021-09-04,2315,755154,47.2,90.9,31188,636.1,"-16.6%",4455,4900,68601
"614",2021-09-05,2328,757482,47.5,89.2,30616,624.4,"-17.3%",4374,4832,67648
"615",2021-09-06,2521,760003,51.4,78.7,27003,550.7,"-24.5%",3858,4484,62769
"616",2021-09-07,5578,765581,113.8,78.3,26870,548,"-22.5%",3839,4397,61561
"617",2021-09-08,4302,769883,87.7,75.1,25775,525.7,"-24%",3682,4265,59704
"618",2021-09-09,3823,773706,78,72.6,24932,508.5,"-24.4%",3562,4136,57897
"619",2021-09-10,3216,776922,65.6,70.2,24083,491.2,"-24.5%",3440,3997,55960
"620",2021-09-11,1847,778769,37.7,68.8,23615,481.6,"-24.3%",3374,3914,54803
"621",2021-09-12,1822,780591,37.2,67.3,23109,471.3,"-24.5%",3301,3838,53725
"622",2021-09-13,3678,784269,75,70.7,24266,494.9,"-10.1%",3467,3662,51269
"623",2021-09-14,3076,787345,62.7,63.4,21764,443.9,"-19%",3109,3474,48634
"624",2021-09-15,2550,789895,52,58.3,20012,408.1,"-22.4%",2859,3270,45787
"625",2021-09-16,2336,792231,47.6,54,18525,377.8,"-25.7%",2646,3104,43457
"626",2021-09-17,2099,794330,42.8,50.7,17408,355,"-27.7%",2487,2964,41491
"627",2021-09-18,1359,795689,27.7,49.3,16920,345.1,"-28.4%",2417,2895,40535
"628",2021-09-19,1302,796991,26.6,47.8,16400,334.5,"-29%",2343,2822,39509
"629",2021-09-20,2694,799685,54.9,44.9,15416,314.4,"-36.5%",2202,2834,39682
"630",2021-09-21,2339,802024,47.7,42.8,14679,299.4,"-32.6%",2097,2603,36443
"631",2021-09-22,1955,803979,39.9,41,14084,287.2,"-29.6%",2012,2435,34096
"632",2021-09-23,1730,805709,35.3,39.3,13478,274.9,"-27.2%",1925,2286,32003
"633",2021-09-24,1582,807291,32.3,37.8,12961,264.3,"-25.5%",1852,2169,30369
"634",2021-09-25,1081,808372,22,37,12683,258.7,"-25%",1812,2114,29603
"635",2021-09-26,1039,809411,21.2,36.2,12420,253.3,"-24.3%",1774,2059,28820
"636",2021-09-27,2028,811439,41.4,34.2,11754,239.7,"-23.8%",1679,1941,27170
"637",2021-09-28,1528,812967,31.2,31.9,10943,223.2,"-25.5%",1563,1830,25622
"638",2021-09-29,1372,814339,28,30.2,10360,211.3,"-26.4%",1480,1746,24444
"639",2021-09-30,1253,815592,25.6,28.8,9883,201.6,"-26.7%",1412,1669,23361
"640",2021-10-01,1269,816861,25.9,27.9,9570,195.2,"-26.2%",1367,1609,22531
"641",2021-10-02,818,817679,16.7,27.1,9307,189.8,"-26.6%",1330,1571,21990
